existence_confidence,target,lemmed_tweets,stemmed_tweets
1.0,1,lol conservalidity time magazine make blizzard bad tcot teaparty,lol conservalid time magazin make blizzard wors tcot teaparti
0.6759999999999999,1,mocajavawv lot come nyc tcot,mocajavawv lot come nyc tcot
0.6835,1,lot come nyc tcot,lot come nyc tcot
0.6527,1,ioc affect winter olympicsthe international olympic committee begin worry,ioc affect winter olympicsth intern olymp committe begin worri
1.0,1,rose red violet blue cause bvocs time save tree,rose red violet blue caus bvoc time save tree
1.0,1,make blizzard bad scintilla respect leftist time magazineyou,make blizzard wors scintilla respect leftist time magaziney
1.0,0,wood alarmist meet record snowfall record snowfall meet alarmist,wood alarmist meet record snowfal record snowfal meet alarmist
0.6642,1,snowstorm happen round blizzard hit midatlantic new york replace governor pat,snowstorm happen round blizzard hit midatlant new york replac governor pat
1.0,1,cochabamba participant lead kerry graham lieberman drag foot,cochabamba particip lead kerri graham lieberman drag feet
0.6728,1,dc snowstorm make blizzard bad time snowstorm happen,dc snowstorm make blizzard wors time snowstorm happen
0.7645,2,upsidetrader wear sign,upsidetrad wear sign
1.0,0,al gore arrest scam do al forget snow ball hit shovel,al gore arrest scam did al forget snow ball hit shovel
0.6737,0,acereporter mild look like luck ran win finally caught real snowstorm inch far,acereport mild look like luck ran win final caught real snowstorm inch far
1.0,1,wheres snow cold joke get old comment idiotic,where snow cold joke get old comment idiot
1.0,1,dc snowstorm make blizzard bad time news,dc snowstorm make blizzard wors time news
0.7107,1,rt ivankatrump ironic tidbit daysenate hearing cancel blizzard,rt ivankatrump iron tidbit daysen hear cancel blizzard
1.0,1,know frighten nuclear power know frighten various,know frighten nuclear power know frighten variou
0.6964,0,group admits mistake official intergovernmental panel united nationssponso,group admit mistak offici intergovernment panel unit nationssponso
0.6617,1,dailytech noaa release wealth data public website welcome news warmin,dailytech noaa releas wealth data public websit welcom news warmin
0.654,1,invasive specie invasivenotes,invas speci invasivenot
0.6922,0,snowmageddon warmingwith occurrence particularly strong snow storm hit east,snowmageddon warmingwith occurr particularli strong snow storm hit east
1.0,0,waste time stimulus moneyglobal turbine frozen minnesota wind al gore,wast time stimulu moneyglob turbin frozen minnesota wind al gore
0.6671,0,despite climategate creates noaa service pentagon say security threat energy,despit climateg creat noaa servic pentagon say secur threat energi
1.0,1,dc snowstorm make blizzard worsetheres scarcely powder vancouver,dc snowstorm make blizzard worsether scarc powder vancouv
1.0,0,plz digg rt sean hannity snow storm contradict p dnj du,plz digg rt sean hanniti snow storm contradict p dnj du
0.5124,0,free reading ahead time vi vi available psychic reading mypsychicsonlineinf,free read ahead time vi vi avail psychic read mypsychicsonlineinf
0.6706,0,kevinmhughes he busy dc get close fleabraininchief announces agency w k worker snow,kevinmhugh he busi dc get close fleabraininchief announc agenc w k worker snow
0.7090000000000001,1,dc snowstorm make blizzard bad there scarcely powder vancouver baltimor,dc snowstorm make blizzard wors there scarc powder vancouv baltimor
0.4944,1,lord fear public lose confidence scienceleading scientist house lord warn,lord fear public lose confid sciencelead scientist hous lord warn
1.0,1,solve thing,solv thing
0.6491,2,freak ha,freak ha
0.6739,0,hannity snow storm contradict al gore hysterical theory,hanniti snow storm contradict al gore hyster theori
0.7021,0,oh snow time overreact make incomprehensible joke,oh snow time overreact make incomprehens joke
1.0,2,climatedepot utah legislature formally question,climatedepot utah legislatur formal question
0.7395,1,jones shred capitol hill fight bigtime event like winter xgames winter olympics,jone shred capitol hill fight bigtim event like winter xgame winter olymp
0.6522,0,maybe second dc snowstorm week universe send naysayrers govt yes vote,mayb second dc snowstorm week univers send naysayr govt ye vote
0.6694,2,ecohouses group admits mistake ap cite important issue conference dec,ecohous group admit mistak ap cite import issu confer dec
1.0,2,consider institutional authority energy,consid institut author energi
0.701,0,story vaporization great gobal scandal,stori vapor great gobal scandal
1.0,0,wsmco youre s thousand power blizzard vote dipshit im glad youre fd,wsmco your s thousand power blizzard vote dipshit im glad your fd
1.0,0,climatechange legislation bury record snowfallrecord snowfall bury washington,climatechang legisl buri record snowfallrecord snowfal buri washington
0.6894,0,like new climategate shocker cru thought hockey stick flaw term hockey,like new climateg shocker cru thought hockey stick flaw term hockey
0.647,2,energy news february ford unveil,energi news februari ford unveil
0.4959,0,dailykos skeptic discredit new information suggests report criticize data cl,dailyko skeptic discredit new inform suggest report critic data cl
0.6537,0,ha crabbycon mockery video include recent photo great blizzard tcot,ha crabbycon mockeri video includ recent photo great blizzard tcot
0.6363,0,green belief set epitome mankind egotism massive universal force,green belief set epitom mankind egot massiv univers forc
0.6686,1,skeptic discredit dailykos,skeptic discredit dailyko
0.6609,1,dailykos skeptic discredit p du,dailyko skeptic discredit p du
0.3457,0,thing,thing
0.7119,0,thinkprogress hannity snow storm contradict al gore hysterical theory p du dnj,thinkprogress hanniti snow storm contradict al gore hyster theori p du dnj
0.7005,2,professor klaus lauckner panel april,professor klau lauckner panel april
0.6703,2,ahead time vi vi warmingthe hysteria past year appear cool,ahead time vi vi warmingth hysteria past year appear cool
0.6626,2,gop senator family build igloo mock,gop senat famili build igloo mock
1.0,0,grrrrglobal butt nd major snowstorm day,grrrrglobal butt nd major snowstorm day
0.6978,0,youre s thousand power blizzard vote dipshit im glad youre fd,your s thousand power blizzard vote dipshit im glad your fd
1.0,2,utah legislature house formally question warmingsalt lake city democrat voting,utah legislatur hous formal question warmingsalt lake citi democrat vote
1.0,0,story collapse great scam,stori collaps great scam
1.0,2,drudgereport senate hearing cancel,drudgereport senat hear cancel
1.0,1,just post european forest carbon sequestration service economic assessment impact b p,just post european forest carbon sequestr servic econom assess impact b p
0.6876,0,palin likens study snake oilformer alaska gov sarah palin call study support,palin liken studi snake oilform alaska gov sarah palin call studi support
1.0,0,hey algore gonna shovel lot tommorow,hey algor gonna shovel lot tommorow
0.3813,0,people world conspiracy concoct destroy private property freedom accord po,peopl world conspiraci concoct destroy privat properti freedom accord po
1.0,0,quick al gore say obama need distraction tell world go end cause,quick al gore say obama need distract tell world go end caus
0.6446,2,offbeat aromatic read make world fragrant risovic,offbeat aromat read make world fragrant risov
1.0,0,subject epic scam obumers council get snow lol,subject epic scam obum council got snow lol
1.0,0,niteowl egores groupie time come hair brain excuse link man snow,niteowl egor groupi time come hair brain excus link man snow
1.0,1,ericboehlert freak storm owillis tlw snow consistent w say scientist telegraph,ericboehlert freak storm owilli tlw snow consist w say scientist telegraph
1.0,1,world wetland day bioscience study say desiccate prairie critical wetland,world wetland day bioscienc studi said desicc prairi critic wetland
1.0,1,effect antarctica varied effect big impact entire world,effect antarctica vari effect big impact entir world
0.7314,1,mmfa brain freeze conservative medium use winter weather attack p,mmfa brain freez conserv media use winter weather attack p
1.0,1,sec want risk disclose analysis opinion reuters sec see risk im,sec want risk disclos analysi opinion reuter sec see risk im
0.7046,1,roundup copenhagen accord noaa service,roundup copenhagen accord noaa servic
0.6905,1,proposes new service green energy,propos new servic green energi
0.6297,2,proposes new service,propos new servic
1.0,1,denial threat american pika mean protection,denial threat american pika mean protect
1.0,1,solar energy use combat expert,solar energi use combat expert
0.6655,2,roundup copenhagen accord noaa service january copenhagen accord,roundup copenhagen accord noaa servic januari copenhagen accord
1.0,0,look way beat record quadruple deficit year obama set new agency propaganda,look way beat record quadrupl deficit year obama set new agenc propaganda
1.0,1,go snow dc jimdemint admits real imgoph dcupdates,go snow dc jimdemint admit real imgoph dcupdat
0.6642,2,lighter marialavis offsetters bobwheeling push dream,lighter marialavi offsett bobwheel push dream
1.0,1,monitoring need miss heat say scientistsby david adam expert need beef way,monitor need miss heat say scientistsbi david adam expert need beef way
1.0,1,krugman make case cap trade building green economy nytimescom,krugman make case cap trade build green economi nytimescom
0.6549,1,mit sloan feed influence society st century rajendra pachauri describes k,mit sloan feed influenc societi st centuri rajendra pachauri describ k
1.0,1,study ass effect earlier spring kb reason stop eco green,studi assess effect earlier spring kb reason stop eco green
0.6455,2,agwarner maybe want use run peabraininchiefs office,agwarn mayb want use run peabraininchief offic
1.0,1,thank james sniffen unep great session,thank jame sniffen unep great session
1.0,0,agree blano robpas ok push health care amaze amaze new office b,agre blano robpa ok push health care amaz amaz new offic bs
0.6885,0,plz digg rt gop senator family build igloo mock p du pgn,plz digg rt gop senat famili build igloo mock p du pgn
1.0,0,like raw gop senator family build igloo mock,like raw gop senat famili build igloo mock
0.6766,1,chavez blame venezuela inability meet basic human need el nino vincefernando,chavez blame venezuela inabl meet basic human need el nino vincefernando
0.6585,1,chavez blame venezuela inability meet basic human need el nino vincefernando,chavez blame venezuela inabl meet basic human need el nino vincefernando
0.6688,0,loss faith sciencesurveys increase number people believe claim,loss faith sciencesurvey increas number peopl believ claim
1.0,2,communicate kate sheppard politics beat energy,commun kate sheppard polit beat energi
1.0,1,whats cheap easy way curb seal leak thomasnet industrial news room press release u,what cheap easi way curb seal leak thomasnet industri news room press releas u
1.0,1,queen college geologist journey antarctica study,queen colleg geologist journey antarctica studi
0.7386,0,adrianbacon tweet massive fraud lie stuff funnier actually truthful tcot,adrianbacon tweet massiv fraud lie stuff funnier actual truth tcot
0.6456,1,whats smell oh,what smell oh
1.0,1,rachel harris wedoworldwide gender renata sivacolundhu undpi uninfo human right au,rachel harri wedoworldwid gender renata sivacolundhu undpi uninfo human right au
0.6435,1,call call flux inch snow nyc ft dc yay coat city white,call call flux inch snow nyc ft dc yay coat citi white
0.6702,0,nyt panel chief face credibility siege,nyt panel chief face credibl sieg
0.6815,1,excellent british film age stupid tv america saturday pm discovery channel planet green,excel british film age stupid tv america saturday pm discoveri channel planet green
1.0,0,robpas k govt worker day yesterday blizzard day peabraininchief announces agency,robpa k govt worker day yesterday blizzard day peabraininchief announc agenc
0.7190000000000001,2,secondary source consumer agency euro crisis,secondari sourc consum agenc euro crisi
0.6161,0,fyi er cool effect economic indicator delivery washington,fyi er cool effect econom indic deliveri washington
1.0,1,new federal agency form environment eco,new feder agenc form environ eco
0.696,1,make tree grow faster,make tree grow faster
1.0,2,sec new interpretive guidance open door disclosure suit kevinlacroix,sec new interpret guidanc open door disclosur suit kevinlacroix
0.6389,1,freedom usa thank god washington snow,freedom usa thank god washington snow
0.6608,2,monitoring need miss heat say scientist commondreams,monitor need miss heat say scientist commondream
1.0,2,legislation dead,legisl dead
0.6695,0,recent summit meeting dalai lama,recent summit meet dalai lama
0.4824,1,inch snow washington al gore blame,inch snow washington al gore blame
1.0,2,ballyhooed chief face severe backlash head,ballyhoo chief face sever backlash head
0.6618,1,new york queen college geologist journey antarctica study,new york queen colleg geologist journey antarctica studi
0.7116,1,kharulkaryu inconvienient truth indigenous ppl,kharulkaryu inconvieni truth indigen ppl
0.6923,2,palin just snake oil,palin just snake oil
0.7009,2,palin norcalglobal snake oil scienceformer alaska gov sarah palin call study support,palin norcalglob snake oil scienceform alaska gov sarah palin call studi support
0.6475,1,james sniffen unep speak american university student united nation,jame sniffen unep speak american univers student unit nation
1.0,1,solar energy use combat expertsnoida uttar pradesh feb solar energy,solar energi use combat expertsnoida uttar pradesh feb solar energi
0.6849,0,asymmetricinfo okay democrat promise dont soon im voting gop november,asymmetricinfo okay democrat promis dont soon im vote gop novemb
0.6509999999999999,0,im bout start random fire place speed shitmy carbon footprint gon banana,im bout start random fire place speed shitmi carbon footprint gon banana
1.0,1,winter weather scientist say storm doesnt refute warmingglobal thing,winter weather scientist say storm doesnt refut warmingglob thing
0.679,0,obamateurism day maybe barack obama read memo anthropogenic come,obamateur day mayb barack obama read memo anthropogen come
1.0,0,new federal agency study just stop,new feder agenc studi just stop
1.0,2,new federal office warmingamid grow fight accuracy data president obama,new feder offic warmingamid grow fight accuraci data presid obama
0.6708,0,wtf happend use lil bit right,wtf happend use lil bit right
0.6834,2,new federal office warmingamid grow fight accuracy data president obama,new feder offic warmingamid grow fight accuraci data presid obama
0.6495,0,palin likens study snake oil palin say california heavy regulatory environment make,palin liken studi snake oil palin said california heavi regulatori environ make
1.0,1,administration proposes new agency study report warmingwashington obama administration,administr propos new agenc studi report warmingwashington obama administr
0.6646,0,palin likens study snake oil redding appearanceredding calif alaska gov,palin liken studi snake oil red appearancered calif alaska gov
0.6958,1,vaerna accurate,vaerna accur
0.6939,0,obama spending tax money new federal agency disingenuous leftist hoaxster think stupid,obama spend tax money new feder agenc disingenu leftist hoaxster think stupid
0.6685,2,palin likens study snake oil environment eco,palin liken studi snake oil environ eco
0.7128,1,new federal office,new feder offic
0.6658,0,palin study snake oilformer alaska gov sarah palin call study support,palin studi snake oilform alaska gov sarah palin call studi support
0.6777,1,noaa tackle respond public demand information national oceanic atmo,noaa tackl respond public demand inform nation ocean atmo
1.0,1,noaa tackle eweek cbs newsnoaa tackle changeeweekresponding public demand clima,noaa tackl eweek cb newsnoaa tackl changeeweekrespond public demand clima
1.0,1,opensociety osi lead way address poverty open society thanks slate,opensocieti osi lead way address poverti open societi thank slate
1.0,2,commerce secretary announces plan create office inform businesseslocal community esg,commerc secretari announc plan creat offic inform businessesloc commun esg
1.0,1,just post temperature allocation time implication b p,just post temperatur alloc time implic b p
1.0,2,dcarli frontier report young people unfpa,dcarli frontier report young peopl unfpa
0.6377,1,commentary case remade ground upwardsintellpuke commentary,commentari case remad ground upwardsintellpuk commentari
1.0,1,olympic worry say roggevancouver start worry international,olymp worri say roggevancouv start worri intern
0.6497,1,metfan highly overrate south nyc year extremely rare,metfan highli overr south nyc year extrem rare
0.7221,2,federal forecasting agency launch,feder forecast agenc launch
0.7037,2,f obama administration proposes new service examine report • ´ decide new agency deliver relia,f obama administr propos new servic examin report • ´ decid new agenc deliv relia
1.0,0,anatomy collapse great gobal scandal,anatomi collaps great gobal scandal
0.6466,1,spring begin week earlier say scientistsanimals plant uk,spring begin week earlier say scientistsanim plant uk
0.349,1,time science icethe science defensive recent week,time scienc iceth scienc defens recent week
0.6759999999999999,1,noaa provide info warmingthe obama administration monday propose new national oceanic,noaa provid info warmingth obama administr monday propos new nation ocean
0.6866,1,obama create new agency,obama creat new agenc
0.6795,0,dougbenson dear stupid people think winter storm mean there thing youre stupid love shut,dougbenson dear stupid peopl think winter storm mean there thing your stupid love shut
1.0,1,report exxon orchestrate campaign undermine public acceptance treehugger,report exxon orchestr campaign undermin public accept treehugg
1.0,1,scaredycat tea partyers frame extreme weather event need passive survivability,scaredycat tea partyer frame extrem weather event need passiv surviv
0.6733,2,do stop,doe stop
0.6521,1,revenueneutral hope legislation,revenueneutr hope legisl
0.7006,1,revenueneutral hope legislation,revenueneutr hope legisl
0.6435,1,revenueneutral hope legislation,revenueneutr hope legisl
0.6687,2,uncajoe uncajoe plz stonecircle wait there p du pgn,uncajo uncajo plz stonecircl wait there p du pgn
0.6718,1,o do stop presumption,o do stop presumpt
1.0,0,dc storm prove just liberal plot raise tax snow warmduh prof,dc storm prove just liber plot rais tax snow warmduh prove
1.0,0,man crisis hoax environmentalist p,man crisi hoax environmentalist p
0.6871,2,obama administration proposes new agency study,obama administr propos new agenc studi
1.0,0,strange obama try kick start congress snow maybe bipartisanship cure,strang obama tri kick start congress snow mayb bipartisanship cure
0.6522,1,water core impact ab,water core impact ab
0.3596,1,nitwitinchief form govt agency announce today medium able report follow blizzard,nitwitinchief form govt agenc announc today media abl report follow blizzard
1.0,1,chill effect cool heat rhetoric energy environment interwebs,chill effect cool heat rhetor energi environ interweb
0.6467,2,republican sure quick ad attack cite recent snow storm hit east coast,republican sure quick ad attack cite recent snow storm hit east coast
0.6467,1,fact make news today,fact make news today
0.6933,0,people tv explain know explain justsayin,peopl tv explain know explain justsayin
0.78,1,fish wildlife service say pika imperil obama administration determine,fish wildlif servic say pika imperil obama administr determin
0.6628,1,fish wildlife service say pika imperil,fish wildlif servic say pika imperil
0.7239,2,iconicearth federal agency form greenparty,iconicearth feder agenc form greenparti
1.0,1,o fishery manager new federal agency form,o fisheri manag new feder agenc form
1.0,1,ecointeractive warrant new approach ecosystem restoration,ecointeract warrant new approach ecosystem restor
0.6336,2,federal agency form new federal agency charge reporting,feder agenc form new feder agenc charg report
1.0,1,really think conservative thing just theyll admit theyre wrong asshole,realli think conserv thing just theyll admit theyr wrong asshol
0.6766,2,foxnews administration proposes new agency study new service agency operate wit,foxnew administr propos new agenc studi new servic agenc oper wit
0.7726,0,davidcorndc thats phrase eliminate purposely use mislead,davidcorndc that phrase elimin purpos use mislead
1.0,2,administration proposes new agency study,administr propos new agenc studi
1.0,1,huffpostgreen hey wow new federal agency announce,huffpostgreen hey wow new feder agenc announc
0.6878,2,obama admin start agency report fact consider energy,obama admin start agenc report fact consid energi
0.643,1,sec guidance post cccl regulation tracker,sec guidanc post cccl regul tracker
1.0,1,guardianeco grist tea party supporter far inform general public,guardianeco grist tea parti support far inform gener public
0.6591,1,kim cranston plus west coast climatopia,kim cranston plu west coast climatopia
0.6655,1,hey wow new federal agency announce,hey wow new feder agenc announc
0.6504,1,jazz people talk allesegretti,jazz peopl talk allesegretti
0.6818,0,peter m robinson youtube thomas sowell manufacture intellectual,peter m robinson youtub thoma sowel manufactur intellectu
0.7076,2,economist consensus open question,economist consensu open question
1.0,2,obama administration form new agency,obama administr form new agenc
1.0,1,disclose real risk,disclos real risk
0.6563,1,breakingnews obama administration form service new agency study report ap,breakingnew obama administr form servic new agenc studi report ap
0.6838,0,breakingnews obama administration form service new agency study report waste obama,breakingnew obama administr form servic new agenc studi report wast obama
0.6723,0,sugarfreenj al gore come help shovel u,sugarfreenj al gore come help shovel u
0.6393,2,plz digg rt king coal big ag try outlaw rep p dnj du,plz digg rt king coal big ag tri outlaw rep p dnj du
0.6594,2,gawker scientist sexxxy novel prof sex pervs book number comment rajendra p,gawker scientist sexxxi novel prove sex perv book number comment rajendra p
0.3529,0,chance,chanc
0.6774,0,favorited youtube video funny politics disastrification spoof,favorit youtub video funni polit disastrif spoof
0.6786,0,love scientific community claim know know autism vaccine garbage,love scientif commun claim know know autism vaccin garbag
1.0,0,beneficiary hype human little earth temp tcot,beneficiari hype human littl earth temp tcot
0.6832,0,scientist sexxxy novel prof sex pervs book,scientist sexxxi novel prove sex perv book
1.0,1,defends conclusion landmark report news,defend conclus landmark report news
0.7251,2,defends conclusion landmark report news,defend conclus landmark report news
0.6781,1,osi lead way address poverty open society thanks slate,osi lead way address poverti open societi thank slate
1.0,1,protein help fight warmingdenton texas feb upi university north texas scientist say,protein help fight warmingdenton texa feb upi univers north texa scientist say
0.6549,1,yachtsman marine paradise hit warmingthe yachtsman wildlife ocean paradise galapagos,yachtsmen marin paradis hit warmingth yachtsman wildlif ocean paradis galapago
1.0,1,arctic change fast transform arctic environment faster expect accel,arctic chang fast transform arctic environ faster expect accel
1.0,1,george perkins clean energy job act vital reduce create job cut pollutiondear editor,georg perkin clean energi job act vital reduc creat job cut pollutiondear editor
0.6361,2,plan shift industy wealth globally fox news,plan shift industi wealth global fox news
0.6653,1,medium partnership green energy strategy,media partnership green energi strategi
1.0,1,economic social consequence health hazard o,econom social consequ health hazard o
0.5062,1,blizzard midatlantic state target inch tcot teaparty gop,blizzard midatlant state target inch tcot teaparti gop
1.0,2,kevin drum discontent havent follow various recent d p,kevin drum discont havent follow variou recent d p
1.0,1,force arctic change faster expect specific cause change arct,forc arctic chang faster expect specif caus chang arct
1.0,0,bad science bad politics death o,bad scienc bad polit death o
1.0,2,uncajoe uncajoe plz stonecircle medium debate p du pgn,uncajo uncajo plz stonecircl media debat p du pgn
1.0,0,look like audi cosign conspiracy,look like audi cosign conspiraci
0.6738,1,audis green police spot just scar paranoid globalwarmingisntreal people america,audi green polic spot just scare paranoid globalwarmingisntr peopl america
1.0,1,address retrain coal worker green job,address retrain coal worker green job
0.6748,0,brit start doubt addthis,brit start doubt addthi
1.0,1,david gershon empower movement instead curse dark light candle,david gershon empow movement instead curs dark light candl
1.0,0,yidwithlid ipccs late blunderto boldly stupidity go climategate nobama,yidwithlid ipcc latest blunderto boldli stupid gone climateg nobama
0.6808,0,libberated epa finish report snow work,libber epa finish report snow work
1.0,0,defendglenn scam scam scam eu parliament member rip hysteria tcot p gop teaparty,defendglenn scam scam scam eu parliament member rip hysteria tcot p gop teaparti
0.7032,1,address retrain coal worker green job,address retrain coal worker green job
1.0,1,mary ellen harte john harte address retrain coal worker green job,mari ellen hart john hart address retrain coal worker green job
0.6608,1,mary ellen harte john harte address retrain coal worker green job congress cre,mari ellen hart john hart address retrain coal worker green job congress cre
1.0,1,jbg scientist disagree vast majority scientist accepts reality,jbg scientist disagre vast major scientist accept realiti
1.0,1,australian drought link snow e antarctica rain oz ppm,australian drought link snow e antarctica rain oz ppm
0.6582,2,public loses faith science leak email scandal guardian,public lose faith scienc leak email scandal guardian
0.4925,1,monroerisingcom washington dc record winter rfk month ago predict wil,monroerisingcom washington dc record winter rfk month ago predict wil
0.6623,0,public loses faith science leak email scandal guardian time onlinepublic loses,public lose faith scienc leak email scandal guardian time onlinepubl lose
0.6413,1,snow wednesday,snow wednesday
0.6935,1,,
0.691,0,rfk jr month ago mean snow cold dc washington examiner addthis,rfk jr month ago mean snow cold dc washington examin addthi
0.623,2,hoax fraudster rfk jr month ago mean snow cold dc washington examiner,hoax fraudster rfk jr month ago mean snow cold dc washington examin
0.3448,1,olympics organiser desperate,olymp organis desper
1.0,1,jbg movement doesnt require credibility base science denial lack weight p,jbg movement doesnt requir credibl base scienc denial lack weight p
1.0,2,olympics organiser desperate,olymp organis desper
0.6333,1,olympics organiser desperate,olymp organis desper
0.6624,1,olympics organiser desperate,olymp organis desper
0.7095,2,raybeckerman california globalwarming law attack age stupid,raybeckerman california globalwarm law attack age stupid
1.0,1,california globalwarming law attack,california globalwarm law attack
0.6519,1,great collapse globe mail,great collaps globe mail
1.0,0,hoax start sink th,hoax start sink th
0.6482,0,prolly real new york big scam dc,prolli real new york big scam dc
1.0,1,bahuguna say country face problem warmingpune feb eminent social worker sundarlal,bahuguna say countri face problem warmingpun feb emin social worker sundarl
1.0,0,im sick hearing crap natural thing didnt exist itd happen,im sick hear crap natur thing didnt exist itd happen
1.0,0,movement know dead,movement known dead
0.6397,1,p stop great collapse,p stop great collaps
0.7149,2,review panel clear researcher climategate controversymct climatechange researcher accuse,review panel clear research climateg controversymct climatechang research accus
0.6634,2,uk believe happen cause human activity,uk believ happen caus human activ
1.0,1,phenomenon play far important role economic developmentvohra,phenomenon play far import role econom developmentvohra
1.0,1,contribution reduce shall ban,contribut reduc shall ban
0.7798,1,earthinstitute state planet conference connect voice globally meet challenge poverty,earthinstitut state planet confer connect voic global meet challeng poverti
0.6641,2,just obama blame g bush blizzard washington say snow paof fail policy,just obama blame g bush blizzard washington say snow paof fail polici
0.6293,0,alancolmes utah state rep conpiracy control populaton,alancolm utah state rep conpiraci control populaton
1.0,2,california globalwarming law attack envnewsnet,california globalwarm law attack envnewsnet
0.5382,1,california globalwarming law attack republican politician conservative activist launch ba,california globalwarm law attack republican politician conserv activist launch ba
1.0,2,rfk jr month ago mean snow cold dc break,rfk jr month ago mean snow cold dc break
0.8023,0,hows treat see al gore photo show recordbreaking snow maryland,how treat seen al gore photo show recordbreak snow maryland
1.0,1,manmade official reaffirms united nation jan app great weight science st,manmad offici reaffirm unit nation jan app great weight scienc st
0.6409999999999999,0,delusional leftist olympic organiser desperate surprise nbc outbid olympics,delusion leftist olymp organis desper surpris nbc outbid olymp
0.6736,0,americablog british conservative away election nears p,americablog british conserv away elect near p
1.0,0,horner challenge datamuch current theory base distortion scientific,horner challeng datamuch current theori base distort scientif
1.0,2,al gore bbc believe manmade daily mail,al gore bbc believ manmad daili mail
1.0,1,cochabama people world conference mother earth right,cochabama peopl world confer mother earth right
1.0,1,despite sceptic remain priority ecosteward,despit sceptic remain prioriti ecosteward
0.8443,1,peterdaou political elite editor time shill bush iraqi wmd member congress deny,peterda polit elit editor time shill bush iraqi wmd member congress deni
0.6642,1,scientist defends report upi united nation scientist struck critic sa,scientist defend report upi unit nation scientist struck critic sa
0.6912,2,sergegraystone do caprica deal,sergegrayston doe caprica deal
0.6786,2,josephagallant activist freeze death antarctica tcot,josephagal activist freez death antarctica tcot
0.8369,0,suspend cold weather,suspend cold weather
0.6533,1,olympic organizer desperate break,olymp organ desper break
1.0,1,varanasi hold ritual prevent warmingby girish dubey varanasi feb large number,varanasi hold ritual prevent warmingbi girish dubey varanasi feb larg number
1.0,1,censor news cochabama people world conference mother earth right,censor news cochabama peopl world confer mother earth right
0.6499,0,plot mm nahi just love conspiracy theory apparently do rep mike noel,plot mm nahi just love conspiraci theori appar doe rep mike noel
1.0,0,loser invest al gore scam think time kick as money,loser invest al gore scam think time kick ass money
1.0,2,new album mama root,new album mama root
1.0,1,impact vulnerability eastern himalaya,impact vulner eastern himalaya
0.5716,1,house peer mark steyn jonah write previously scie,hous peer mark steyn jonah written previous scie
0.4903,2,tell toyota coo brake chamber youth mvmt,tell toyota coo brake chamber youth mvmt
1.0,0,ki amd adamcurry lol real cold,ki amd adamcurri lol real cold
1.0,1,environment official defends conclusion landmark report news centre february,environ offici defend conclus landmark report news centr februari
1.0,1,atmospheric carbon dioxide cause negatively affect marine environment ab,atmospher carbon dioxid caus neg affect marin environ ab
1.0,0,believe progress bring yard snow drift tcot,believ progress bring yard snow drift tcot
1.0,1,gurianpeck gop find way push agenda cripple snowstorm month line,gurianpeck gop find way push agenda crippl snowstorm month line
1.0,0,huh lie al gore duped,huh lie al gore dupe
1.0,0,nd nycaviation barackborat al gore ask make turn,nd nycavi barackborat al gore ask make turn
0.6678,2,gottalaff conservative try suspend california globalwarming law p dnj du,gottalaff conserv tri suspend california globalwarm law p dnj du
1.0,0,utah state rep conpiracy control populaton p,utah state rep conpiraci control populaton p
0.63,0,break news just hell little hotter,break news just hell littl hotter
0.7973,1,hiding decline maple syrup burning fossil fuel coal oil release ca,hide declin mapl syrup burn fossil fuel coal oil releas ca
0.7133,0,great collapse tcot agw,great collaps tcot agw
0.7186,2,great collapse,great collaps
0.6376,1,deal mark essential begin ban say news centre,deal mark essenti begin ban say news centr
1.0,0,paper great collapse break,paper great collaps break
0.5324,0,thinkprogress utah state representative claim conspiracy aim populat p du dnj,thinkprogress utah state repres claim conspiraci aim populat p du dnj
0.6695,1,pls rt tell toyota coo brake coc digg q green,pl rt tell toyota coo brake coc digg q green
0.6726,0,naomihitme dont understand snow part brooklyn didnt touch bx man,naomihitm dont understand snow part brooklyn didnt touch bx man
1.0,2,lawmaker say remove panel concernsa democratic member assembly,lawmak say remov panel concernsa democrat member assembl
1.0,1,impact vulnerability eastern himalaya indigpplsrsrcs,impact vulner eastern himalaya indigpplsrsrc
1.0,0,astrosteve lisa look like ill shovel foot tomorrow homer simpson,astrostev lisa look like ill shovel feet tomorrow homer simpson
0.6809999999999999,1,astrosteve gaaaah radio blizzard prof fraud fuck doesnt,astrostev gaaaah radio blizzard prove fraud fuck doesnt
0.6689,1,snow northern nj near newark pocket,snow northern nj near newark pocket
0.6066,0,barackobama dont tell wi topicha ha,barackobama dont tell wi topicha ha
0.6749,0,wheres deep freeze,where deep freez
0.6734,0,newtgingrich al gore explain snow heavily sign imminent weather tcot p,newtgingrich al gore explain snow heavili sign immin weather tcot p
1.0,1,accord newtgingrich snow al gore fat want look,accord newtgingrich snow al gore fat want look
0.6838,0,toddstarnes dear mr gore mind help shovel inch dc,toddstarn dear mr gore mind help shovel inch dc
0.643,0,dear mr gore mind help shovel inch dc,dear mr gore mind help shovel inch dc
1.0,2,lawmaker say remove panel concernsa democratic member assembly,lawmak say remov panel concernsa democrat member assembl
0.6602,0,tpmdk va gop mock know snow,tpmdk va gop mock know snow
1.0,2,rajendra pachauri head panel clock half million telegraphcouk embattle hea,rajendra pachauri head panel clock half million telegraphcouk embattl hea
1.0,1,thecortez cause pattern weather include warmth snow rain,thecortez caus pattern weather includ warmth snow rain
0.6646,1,great piece challenge communicate energy sustainability,great piec challeng commun energi sustain
